,0
484405.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
13934.txt,"['doc 490113.txt is 98.07942047206907 similar', 'doc 14690.txt is 96.40907118979854 similar', 'doc 489959.txt is 97.92927444622957 similar', 'doc 489961.txt is 99.75398915867767 similar', 'doc 485975.txt is 99.95791899808899 similar', 'doc 488481.txt is 98.44049532691722 similar', 'doc 489985.txt is 99.94454272263239 similar', 'doc 489931.txt is 98.58042428207169 similar', 'doc 14688.txt is 96.40907118979854 similar']"
485243.txt,"['doc 484428.txt is 99.84665204756126 similar', 'doc 488993.txt is 99.23153152793516 similar', 'doc 484824.txt is 99.96087191723207 similar', 'doc 488576.txt is 99.67065696547012 similar', 'doc 484835.txt is 98.80643647004072 similar', 'doc 573.txt is 99.88651076391307 similar', 'doc 485437.txt is 99.88713611043084 similar', 'doc 488675.txt is 99.44257835982742 similar', 'doc 485436.txt is 98.58419995947969 similar', 'doc 488676.txt is 97.32249285966371 similar', 'doc 484300.txt is 99.58068556963244 similar', 'doc 628.txt is 99.36322753216234 similar', 'doc 486054.txt is 99.73963197683534 similar', 'doc 489549.txt is 99.3330600463323 similar', 'doc 485602.txt is 97.67948296488865 similar', 'doc 485776.txt is 99.82576962772666 similar', 'doc 485375.txt is 91.32464988523392 similar', 'doc 489017.txt is 98.67774020139802 similar', 'doc 484718.txt is 92.82033175462487 similar', 'doc 486053.txt is 99.33758191468547 similar', 'doc 486084.txt is 90.49051007125576 similar', 'doc 485312.txt is 91.69464142813757 similar', 'doc 489516.txt is 99.83803940920747 similar', 'doc 489102.txt is 97.78921254851039 similar', 'doc 484424.txt is 99.49573585520135 similar']"
486010.txt,"['doc 485206.txt is 94.87006985656447 similar', 'doc 484686.txt is 100.0 similar']"
486616.txt,"['doc 14079.txt is 97.66360763698381 similar', 'doc 486363.txt is 99.38391360247374 similar', 'doc 487726.txt is 99.62827616685456 similar', 'doc 488205.txt is 99.4043828803734 similar', 'doc 14052.txt is 98.91915511033552 similar', 'doc 486412.txt is 99.72001432573853 similar', 'doc 15013.txt is 99.35035555179674 similar', 'doc 490339.txt is 99.40119822362777 similar', 'doc 486359.txt is 99.30533371715669 similar', 'doc 486371.txt is 99.41998004241398 similar', 'doc 14863.txt is 98.39859345117354 similar', 'doc 13881.txt is 90.67819215457595 similar', 'doc 488229.txt is 99.35604133970372 similar', 'doc 486415.txt is 99.71438146954176 similar', 'doc 486672.txt is 98.09017578565296 similar', 'doc 486712.txt is 90.46431258289908 similar', 'doc 486878.txt is 99.27321842122889 similar', 'doc 370.txt is 99.08195866482349 similar', 'doc 488287.txt is 99.49877140752093 similar', 'doc 486294.txt is 97.91883954141694 similar', 'doc 15040.txt is 99.08886069123754 similar', 'doc 14138.txt is 99.12176539646109 similar', 'doc 486380.txt is 99.30433928852231 similar', 'doc 487129.txt is 99.32449799904455 similar', 'doc 488153.txt is 98.11415637015646 similar', 'doc 679.txt is 99.5559150157511 similar', 'doc 645.txt is 99.26477282249748 similar', 'doc 488209.txt is 99.56856037540801 similar', 'doc 641.txt is 93.79354598502067 similar', 'doc 14077.txt is 96.60221047840082 similar', 'doc 490335.txt is 98.60298750282688 similar', 'doc 486391.txt is 99.40470285364931 similar']"
489914.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
486366.txt,"['doc 486334.txt is 99.60959448416406 similar', 'doc 486384.txt is 99.9744127586904 similar', 'doc 486409.txt is 99.9744452017286 similar']"
486415.txt,"['doc 14079.txt is 98.33711922771893 similar', 'doc 486363.txt is 99.73702787636637 similar', 'doc 487726.txt is 99.91144751364169 similar', 'doc 488205.txt is 99.72607286112101 similar', 'doc 14052.txt is 99.38198888275022 similar', 'doc 486412.txt is 99.95167314853204 similar', 'doc 15013.txt is 99.7901100236036 similar', 'doc 490339.txt is 99.70511002241365 similar', 'doc 486359.txt is 99.66996081170716 similar', 'doc 486371.txt is 99.72394926521912 similar', 'doc 14863.txt is 98.5983856888424 similar', 'doc 13881.txt is 90.64347072657702 similar', 'doc 488229.txt is 99.83156795798614 similar', 'doc 486616.txt is 99.71438146954176 similar', 'doc 486672.txt is 98.77274547455912 similar', 'doc 486878.txt is 99.78553014872085 similar', 'doc 370.txt is 99.64105325619437 similar', 'doc 488287.txt is 99.80973076062976 similar', 'doc 486294.txt is 97.80268822167474 similar', 'doc 15040.txt is 99.67658986322814 similar', 'doc 488031.txt is 90.06757577235774 similar', 'doc 14138.txt is 99.71110311816679 similar', 'doc 486380.txt is 99.749593703577 similar', 'doc 487129.txt is 99.80370613415974 similar', 'doc 488153.txt is 97.53066044034368 similar', 'doc 679.txt is 99.67202297480955 similar', 'doc 645.txt is 99.44739116087838 similar', 'doc 488209.txt is 99.8806484075324 similar', 'doc 641.txt is 92.57547331395808 similar', 'doc 14077.txt is 97.05108617350615 similar', 'doc 490335.txt is 98.62995090084274 similar', 'doc 486391.txt is 99.70862536758183 similar']"
487079.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487535.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
15001.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
485478.txt,"['doc 490111.txt is 90.09830467144482 similar', 'doc 489290.txt is 90.09830467144482 similar', 'doc 488763.txt is 90.09830467144482 similar', 'doc 485245.txt is 96.65060861768501 similar', 'doc 484577.txt is 90.09830467144482 similar', 'doc 489330.txt is 90.09830467144482 similar', 'doc 485734.txt is 90.09830467144482 similar', 'doc 485052.txt is 90.09830467144482 similar', 'doc 485708.txt is 90.09830467144482 similar', 'doc 489718.txt is 90.09830467144482 similar', 'doc 489731.txt is 90.09830467144482 similar', 'doc 484405.txt is 90.09830467144482 similar', 'doc 489914.txt is 90.09830467144482 similar', 'doc 489231.txt is 90.09830467144482 similar', 'doc 484933.txt is 90.09830467144482 similar', 'doc 488728.txt is 90.56337866182932 similar', 'doc 486063.txt is 90.09830467144482 similar', 'doc 485742.txt is 90.09830467144482 similar', 'doc 485024.txt is 90.09830467144482 similar', 'doc 486049.txt is 90.09830467144482 similar', 'doc 488475.txt is 90.09830467144482 similar', 'doc 489757.txt is 90.09830467144482 similar', 'doc 489838.txt is 90.09830467144482 similar', 'doc 489578.txt is 90.09830467144482 similar', 'doc 485008.txt is 90.09830467144482 similar', 'doc 489815.txt is 90.09830467144482 similar', 'doc 485546.txt is 90.09830467144482 similar', 'doc 489209.txt is 90.09830467144482 similar', 'doc 485023.txt is 90.09830467144482 similar', 'doc 489827.txt is 90.09830467144482 similar', 'doc 489199.txt is 90.09830467144482 similar', 'doc 485760.txt is 90.09830467144482 similar', 'doc 485772.txt is 90.09830467144482 similar', 'doc 488726.txt is 90.09830467144482 similar', 'doc 488719.txt is 90.09830467144482 similar', 'doc 485214.txt is 90.09830467144482 similar', 'doc 489176.txt is 90.09830467144482 similar', 'doc 488526.txt is 99.99999999999999 similar', 'doc 489064.txt is 90.09830467144482 similar', 'doc 485070.txt is 90.09830467144482 similar', 'doc 489270.txt is 90.09830467144482 similar', 'doc 489066.txt is 90.09830467144482 similar', 'doc 485715.txt is 90.09830467144482 similar', 'doc 485088.txt is 90.09830467144482 similar', 'doc 484369.txt is 99.99999999999999 similar', 'doc 489895.txt is 90.09830467144482 similar', 'doc 484427.txt is 90.09830467144482 similar', 'doc 485102.txt is 90.09830467144482 similar', 'doc 489539.txt is 90.09830467144482 similar']"
14874.txt,"['doc 14855.txt is 96.95697032411326 similar', 'doc 14882.txt is 100.00000000000003 similar']"
487535.txt,"['doc 486189.txt is 100.00000000000003 similar', 'doc 14692.txt is 100.00000000000003 similar', 'doc 487079.txt is 100.00000000000003 similar', 'doc 487618.txt is 100.00000000000003 similar', 'doc 487032.txt is 100.00000000000003 similar', 'doc 488278.txt is 100.00000000000003 similar', 'doc 13959.txt is 100.00000000000003 similar', 'doc 13938.txt is 100.00000000000003 similar', 'doc 487464.txt is 100.00000000000003 similar', 'doc 686.txt is 100.00000000000003 similar']"
487247.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
14690.txt,"['doc 490113.txt is 95.12198965412709 similar', 'doc 13934.txt is 96.40907118979854 similar', 'doc 489959.txt is 94.77282458243641 similar', 'doc 489961.txt is 96.61209136936117 similar', 'doc 485975.txt is 96.50083034275951 similar', 'doc 488481.txt is 94.99865308952603 similar', 'doc 489985.txt is 96.536853765562 similar', 'doc 489931.txt is 95.4754896350067 similar', 'doc 14688.txt is 100.0 similar']"
14135.txt,['doc 13670.txt is 91.0248840652938 similar']
487469.txt,['doc 487689.txt is 94.91825006709725 similar']
488000.txt,"['doc 487800.txt is 98.17669480932115 similar', 'doc 487801.txt is 98.56583705870435 similar']"
484835.txt,"['doc 484428.txt is 99.11838212464944 similar', 'doc 490111.txt is 92.36602178563024 similar', 'doc 489290.txt is 92.36602178563024 similar', 'doc 488763.txt is 92.36602178563024 similar', 'doc 488993.txt is 98.61121132379421 similar', 'doc 484824.txt is 98.79763245304433 similar', 'doc 484577.txt is 92.36602178563024 similar', 'doc 489330.txt is 92.36602178563024 similar', 'doc 485734.txt is 92.36602178563024 similar', 'doc 485052.txt is 92.36602178563024 similar', 'doc 488576.txt is 98.9992822642651 similar', 'doc 485708.txt is 92.36602178563024 similar', 'doc 489718.txt is 92.36602178563024 similar', 'doc 489731.txt is 92.36602178563024 similar', 'doc 484405.txt is 92.36602178563024 similar', 'doc 485243.txt is 98.80643647004072 similar', 'doc 489914.txt is 92.36602178563024 similar', 'doc 573.txt is 98.77417960516303 similar', 'doc 489231.txt is 92.36602178563024 similar', 'doc 485437.txt is 98.7280284536272 similar', 'doc 488675.txt is 99.21620177189162 similar', 'doc 485436.txt is 98.3597774316321 similar', 'doc 484933.txt is 92.36602178563024 similar', 'doc 486063.txt is 92.36602178563024 similar', 'doc 485742.txt is 92.36602178563024 similar', 'doc 485024.txt is 92.36602178563024 similar', 'doc 486049.txt is 92.36602178563024 similar', 'doc 488676.txt is 97.2454523917603 similar', 'doc 488475.txt is 92.36602178563024 similar', 'doc 489757.txt is 92.36602178563024 similar', 'doc 489838.txt is 92.36602178563024 similar', 'doc 489578.txt is 92.36602178563024 similar', 'doc 485008.txt is 92.36602178563024 similar', 'doc 489815.txt is 92.36602178563024 similar', 'doc 484300.txt is 99.27697028308226 similar', 'doc 485546.txt is 92.36602178563024 similar', 'doc 628.txt is 98.84037058288213 similar', 'doc 489209.txt is 92.36602178563024 similar', 'doc 485023.txt is 92.36602178563024 similar', 'doc 489827.txt is 92.36602178563024 similar', 'doc 489199.txt is 92.36602178563024 similar', 'doc 485760.txt is 92.36602178563024 similar', 'doc 486054.txt is 99.214794358403 similar', 'doc 489549.txt is 98.49587997476105 similar', 'doc 485602.txt is 96.59148949372167 similar', 'doc 485776.txt is 99.00479630175396 similar', 'doc 485772.txt is 92.36602178563024 similar', 'doc 488726.txt is 92.36602178563024 similar', 'doc 488719.txt is 92.36602178563024 similar', 'doc 485375.txt is 91.36115113865621 similar', 'doc 489017.txt is 98.39243472632776 similar', 'doc 484718.txt is 91.83651038370454 similar', 'doc 486053.txt is 99.46531268991336 similar', 'doc 485214.txt is 92.36602178563024 similar', 'doc 486084.txt is 90.22887621226651 similar', 'doc 489176.txt is 92.36602178563024 similar', 'doc 489064.txt is 92.36602178563024 similar', 'doc 485312.txt is 91.02461835034471 similar', 'doc 485070.txt is 92.36602178563024 similar', 'doc 489270.txt is 92.36602178563024 similar', 'doc 489516.txt is 98.95072795640445 similar', 'doc 489066.txt is 92.36602178563024 similar', 'doc 485715.txt is 92.36602178563024 similar', 'doc 485088.txt is 92.36602178563024 similar', 'doc 489895.txt is 92.36602178563024 similar', 'doc 484427.txt is 92.36602178563024 similar', 'doc 485102.txt is 92.36602178563024 similar', 'doc 489102.txt is 97.17790862770165 similar', 'doc 484424.txt is 99.59379219742677 similar', 'doc 489539.txt is 92.36602178563024 similar']"
